,Node ID,Eastings,Northings,wgsLong,wgsLat
456,992113,835928.3867633231,824354.9785477724,114.173577182,22.35833067
457,993015,835894.2348719528,824187.3437527716,114.173245651,22.356816829
458,992115,836740.3734009741,823038.7660986651,114.181460094,22.346444504
459,993016,836738.5515342569,823043.6364992298,114.181442409,22.346488487
460,992116,836746.321922089,823004.6311649699,114.181517831,22.346136245
461,991039,836744.4696524087,823024.5099700578,114.181499856,22.346315762
462,992117,836429.6433224445,826428.5525915977,114.178443928,22.37705619
463,992118,836410.8136250554,826421.8114866186,114.178261092,22.376995316
464,992120,836076.421484177,825922.0150795095,114.175014217,22.372481884
465,992121,836069.6027212786,825903.2133648898,114.174948012,22.372312094
466,992123,835720.803149784,825351.645542806,114.171561483,22.367331065
467,992124,835705.5281669274,825338.7352794949,114.171413179,22.367214473
468,993017,834821.9649036871,824311.300895324,114.162835343,22.357935665
469,992126,832980.8479215018,822769.1088281795,114.144963777,22.344006278
470,992127,832966.4794139545,822755.2030842025,114.144824321,22.343880674
471,991043,832952.4088356104,822740.9897515513,114.144687758,22.343752293
472,992128,836305.5911075836,826747.8455572743,114.177239394,22.379939582
473,992129,836291.3996727662,826761.9382212497,114.177101594,22.380066847
474,992131,835463.0772175519,826895.9960385319,114.169058374,22.381277273
475,992132,835443.7724858727,826890.7693804465,114.168870922,22.381230064
476,992134,835304.1505571287,826854.9632105753,114.16751518,22.380906643
477,992135,835284.7557226242,826850.0806755945,114.167326855,22.38086254
478,993019,835129.9142234325,826809.3338649534,114.165823337,22.38049448
479,992137,832416.3316710033,826796.9569471106,114.139473939,22.380378771
480,992138,832401.9461731482,826810.8514586706,114.139334219,22.380504213
481,991047,832387.5606752932,826824.7459702287,114.1391945,22.380629656
482,993021,823225.0754316961,834996.5498702265,114.05015805,22.454379667
483,992140,823196.1381827975,834948.4202749748,114.049877311,22.453944815
484,992142,823206.8850426162,834965.2861756273,114.049981581,22.454097204
485,992141,823188.3683260689,834953.8558474742,114.04980178,22.453993842
486,992143,823201.4071196616,834969.0212641098,114.049928331,22.454130891
487,992164,823004.7494010916,834417.2961020581,114.048022345,22.449147065
488,992146,823128.759583232,834147.7906615622,114.049229325,22.446714273
489,992147,823135.6781187179,834129.0254312977,114.049296692,22.446544868
490,992149,823647.7919611046,833453.1640705373,114.054277122,22.4404454
491,992150,823663.0465937089,833440.2299868353,114.054425413,22.440328712
492,992152,824224.5060002096,832970.5843327101,114.059883174,22.436091647
493,992153,824224.5060002096,832970.5843327101,114.059883174,22.436091647
494,992155,824678.542830768,831578.9245260153,114.06430384,22.423527461
495,992156,824678.542830768,831578.9245260153,114.06430384,22.423527461
496,992158,824495.6324037937,830459.6221893355,114.062535471,22.413418392
497,992159,824495.6324037937,830459.6221893355,114.062535471,22.413418392
498,993022,824236.8594890498,829891.4273886196,114.060026438,22.408285527
499,992161,825161.5023370227,826142.8711051792,114.069032767,22.374440437
500,992162,825145.4909692192,826154.8559331372,114.068877217,22.374548563
501,993024,825667.9160974976,825795.6445681024,114.07395223,22.371308002
502,992165,822987.6478370726,834406.9401358999,114.047856291,22.449053414
503,992167,822196.834582747,834147.5226330943,114.040175883,22.446704441
504,992168,822186.226573498,834130.5840154104,114.040072979,22.446551391
505,992170,821776.818501032,833020.3737794086,114.036105789,22.436522296
506,992171,821776.818501032,833020.3737794086,114.036105789,22.436522296
507,992173,820946.0188340694,832769.3458193578,114.028037766,22.434248169
508,992174,820926.3910773862,832773.1865442358,114.027847067,22.434282677
509,992176,819794.9056601403,833075.5777600612,114.016852798,22.437002885
510,992177,819777.2144233696,833084.9062187485,114.016680847,22.437086954
511,992179,818924.7288515354,833066.6428132299,114.008399922,22.436913602
512,992180,818905.7843168015,833060.2332375199,114.008215963,22.436855529
513,992182,818313.0527312383,832465.8292169105,114.002464832,22.431481693
514,992183,818306.6999033699,832446.8649985492,114.002403336,22.431310371
515,992185,817619.7390374886,831579.2921128366,113.995740578,22.423468472
516,992186,817603.4928810587,831567.6283688974,113.995582914,22.423362966
517,992188,816727.7899135426,830703.222955998,113.987087705,22.415547244
518,992189,816708.0995676201,830699.7172068004,113.986896504,22.415515361
519,992191,815982.2688995926,830385.3940907698,113.97985082,22.412668447
520,992192,815977.0089395083,830366.0981867053,113.97979998,22.412494134
521,992194,815717.8759878995,829141.3071021717,113.977298978,22.401430642
522,992195,815714.0945164533,829121.6699029412,113.977262507,22.401253264
523,993025,815628.7863599965,828637.377732141,113.976440299,22.396878863
524,992197,815646.5011097742,828434.9726059753,113.976614949,22.395051266
525,992198,815641.9823688911,828454.4554440845,113.976570815,22.395227151
526,992200,815773.082758517,827952.3328377437,113.977850404,22.390694326
527,992201,815773.082758517,827952.3328377437,113.977850404,22.390694326
528,992203,816116.4623470902,827049.3791819345,113.981196315,22.382544301
529,992204,816116.4623470902,827049.3791819345,113.981196315,22.382544301
530,992206,817093.8981760442,826234.4010021612,113.990697288,22.375195856
531,992207,817093.8981760442,826234.4010021612,113.990697288,22.375195856
532,992209,817850.9694825308,826005.7631119583,113.998050923,22.373139433
533,992210,817850.9694825308,826005.7631119583,113.998050923,22.373139433
534,992212,818711.4119964829,825375.7480646856,114.00641244,22.367459097
535,992213,818711.4119964829,825375.7480646856,114.00641244,22.367459097
536,992215,819501.2495566076,825056.6731853895,114.014084523,22.364585582
537,992216,819511.5074214963,825039.5045064483,114.014184297,22.36443064
538,992218,819995.5198773211,824405.0165272504,114.018890058,22.358705542
539,992219,820008.1989230551,824389.5490840506,114.019013312,22.358565983
540,992221,820817.5876390934,824104.7034866139,114.026874133,22.356001147
541,992222,820837.5643747775,824105.6678679604,114.027068067,22.356010035
542,992224,822003.8780015912,824775.4274996128,114.038385213,22.362068392
543,992225,822003.8780015912,824775.4274996128,114.038385213,22.362068392
544,992227,823563.6034149881,825291.8384294957,114.053524321,22.366744094
545,992228,823582.4295518473,825298.5892267767,114.053707054,22.366805196
546,992230,824804.8855686383,825296.30647883,114.065576178,22.366793175
547,992231,824821.7007278716,825285.4783038273,114.065739518,22.366695503
548,992233,825768.6597127309,825837.2056475189,114.074930131,22.371683939
549,992234,825768.6597127309,825837.2056475189,114.074930131,22.371683939
550,992236,826774.4820222417,825630.3038484547,114.084697469,22.369821361
551,992237,826793.5368986465,825624.228549011,114.084882517,22.369766603
552,992239,827690.8207248086,825707.3370010555,114.093594199,22.370521832
553,992240,827690.8207248086,825707.3370010555,114.093594199,22.370521832
554,993026,828232.3585854033,825962.9759940933,114.098850974,22.372833005
555,992242,829056.4570673192,825901.1323473025,114.10685297,22.372278182
556,992243,829070.5015052184,825886.8931842614,114.106989401,22.372149654
557,991083,829084.5459431168,825872.6540212203,114.107125831,22.372021126
558,992244,815795.0102887852,828324.2237184644,113.978058566,22.394052932
559,992245,815802.9337996515,828305.8644423056,113.978135747,22.393887234
560,992247,816103.7904220698,827399.6280017067,113.981068842,22.385707063
561,992249,816096.128099245,827340.2223236505,113.980995188,22.385170512
562,992250,816211.6142561128,826562.0427791141,113.982126391,22.378144537
563,992251,816211.6142561128,826562.0427791141,113.982126391,22.378144537
564,992253,817294.6421003481,826019.6069143824,113.99264902,22.373258391
565,992255,817329.5245886697,825970.9798924644,113.992988293,22.372819651
566,992256,818055.3383774217,825424.4138577972,114.000041902,22.367891742
567,992257,818073.0618298063,825415.146753408,114.000214089,22.367808243
568,992259,819035.1367612816,825261.818248542,114.009556795,22.366433532
569,992260,819055.0321847126,825259.775670161,114.009749985,22.366415286
570,992262,820081.1369195627,824220.2628876083,114.019723155,22.35703793
571,992263,820081.1369195627,824220.2628876083,114.019723155,22.35703793
572,992265,821339.745331618,824131.7145705689,114.031943233,22.356249686
573,992266,821358.6616419898,824138.204493681,114.032126821,22.356308458
574,992268,822353.4512180975,824602.7605068889,114.041780686,22.360511985
575,992269,822371.520557506,824611.333317956,114.041956043,22.360589549
576,992271,823935.1812237389,825166.1002793144,114.057133024,22.365611321
577,992272,823953.1904289452,825174.7869659886,114.057307811,22.365689895
578,992274,824225.820128154,825390.7374299467,114.059953187,22.367641974
579,992275,824244.2253505634,825398.4460210968,114.06013183,22.367711715
580,992277,825187.8594407402,825027.616007911,114.069296424,22.364369271
581,992278,825202.9548572386,825040.7355439216,114.069442895,22.364487845
582,992280,826261.213295552,825707.0073567983,114.079713433,22.370511121
583,992281,826280.576766883,825712.0106609929,114.079901411,22.370556416
584,992283,827292.1239466472,825379.8936606348,114.089724893,22.367562808
585,992284,827292.1239466472,825379.8936606348,114.089724893,22.367562808
586,992286,828277.9834585907,825541.0761390142,114.099296086,22.369023239
587,992287,828277.9834585907,825541.0761390142,114.099296086,22.369023239
588,991098,828293.9991435492,825553.0546069406,114.099451529,22.369131486
589,993004,839119.368379212,822498.9991890807,114.204554033,22.341567797
590,993008,837226.5140346335,826756.8585705794,114.186181711,22.380020705
591,993018,833257.7780366829,823023.9921060968,114.147651644,22.346308525
592,993020,832576.3238219479,826629.1369987559,114.141027881,22.37886362
593,993023,824992.717253211,826271.2138003092,114.067392998,22.375598338
594,7882,836604.591309,815876.608887,114.180140418,22.281765957
595,785,836646.436523,815770.320679,114.180546432,22.280806098
596,811,837888.388916,816935.895508,114.192598653,22.291331252
597,8772,837667.938904,816610.549927,114.190459115,22.288393371
598,7931,837305.110291,816120.564514,114.186937971,22.283968751
599,79118,837011.948836,815941.533659,114.184093189,22.282352141
600,79119,836957.843308,815915.926628,114.18356817,22.282120916
601,8111,837944.338684,816940.411316,114.193141596,22.291371979
602,6113,834231.422119,816453.779724,114.157111951,22.286977012
603,50057,833868.121277,816448.775085,114.153586585,22.286931351
604,46499,838087.223877,817079.630127,114.194528317,22.292629066
605,46498,838036.055481,817048.329285,114.194031738,22.292346453
606,46491,838061.35736,817064.444538,114.194277288,22.292491958
607,6001,834260.097473,816444.986877,114.157390219,22.286897641
608,6111,836354.209717,815974.364319,114.177710879,22.282648783
609,6112,834287.91748,816434.332703,114.15766019,22.286801459
